epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,677.977,0.9749,0.82069,1,0.45529,0.000412844,0.000412844,0.000412844
